RPT_DATE,RPT_YR,GEOGRAPHY,SVC_DESC,AMOUNT,AMOUNT_ANNOT,AMOUNT_TYPE
4/30/2021,FY1920,Lake,MENTAL_HEALTH_SVCS,1390591,,DOLLARS
4/30/2021,FY1920,Lake,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
4/30/2021,FY1920,Lake,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,FY1920,Lake,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,FY1920,Lassen,ALL,17,,MEMBERS
4/30/2021,FY1920,Lassen,ALL,10353,,DOLLARS
4/30/2021,FY1920,Lassen,CASE_MANAGEMENT/BROKERAGE,,1,MEMBERS
4/30/2021,FY1920,Lassen,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
4/30/2021,FY1920,Lassen,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
4/30/2021,FY1920,Lassen,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Lassen,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Lassen,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Lassen,ICC,15,,MEMBERS
4/30/2021,FY1920,Lassen,ICC,2254,,MINUTES
4/30/2021,FY1920,Lassen,ICC,5229,,DOLLARS
4/30/2021,FY1920,Lassen,IHBS,,1,MEMBERS
4/30/2021,FY1920,Lassen,IHBS,,1,DOLLARS
4/30/2021,FY1920,Lassen,IHBS,,1,MINUTES
4/30/2021,FY1920,Lassen,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
4/30/2021,FY1920,Lassen,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,FY1920,Lassen,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,FY1920,Lassen,MENTAL_HEALTH_SVCS,,1,MEMBERS
4/30/2021,FY1920,Lassen,MENTAL_HEALTH_SVCS,,1,DOLLARS
4/30/2021,FY1920,Lassen,MENTAL_HEALTH_SVCS,,1,MINUTES
4/30/2021,FY1920,Los Angeles,ALL,11380,,MEMBERS
4/30/2021,FY1920,Los Angeles,ALL,140336678,,DOLLARS
4/30/2021,FY1920,Los Angeles,CASE_MANAGEMENT/BROKERAGE,1199,,MEMBERS
4/30/2021,FY1920,Los Angeles,CASE_MANAGEMENT/BROKERAGE,428579,,MINUTES
4/30/2021,FY1920,Los Angeles,CASE_MANAGEMENT/BROKERAGE,901366,,DOLLARS
4/30/2021,FY1920,Los Angeles,CRISIS_INTERVENTION,521,,MEMBERS
4/30/2021,FY1920,Los Angeles,CRISIS_INTERVENTION,144737,,MINUTES
4/30/2021,FY1920,Los Angeles,CRISIS_INTERVENTION,590302,,DOLLARS
4/30/2021,FY1920,Los Angeles,CRISIS_STABILIZATION,446,,MEMBERS
4/30/2021,FY1920,Los Angeles,CRISIS_STABILIZATION,6577,,HOURS
4/30/2021,FY1920,Los Angeles,CRISIS_STABILIZATION,416830,,DOLLARS
4/30/2021,FY1920,Los Angeles,FULL_DAY_REHAB,,2,MEMBERS
4/30/2021,FY1920,Los Angeles,FULL_DAY_REHAB,,2,DOLLARS
4/30/2021,FY1920,Los Angeles,FULL_DAY_REHAB,,2,HOURS
4/30/2021,FY1920,Los Angeles,FULL_DAY_TX_INTENSIVE,95,,MEMBERS
4/30/2021,FY1920,Los Angeles,FULL_DAY_TX_INTENSIVE,85320,,HOURS
4/30/2021,FY1920,Los Angeles,FULL_DAY_TX_INTENSIVE,2802912,,DOLLARS
4/30/2021,FY1920,Los Angeles,ICC,8499,,MEMBERS
4/30/2021,FY1920,Los Angeles,ICC,18768331,,MINUTES
4/30/2021,FY1920,Los Angeles,ICC,39166794,,DOLLARS
4/30/2021,FY1920,Los Angeles,IHBS,8160,,MEMBERS
4/30/2021,FY1920,Los Angeles,IHBS,19153751,,MINUTES
4/30/2021,FY1920,Los Angeles,IHBS,51665140,,DOLLARS
4/30/2021,FY1920,Los Angeles,MEDICATION_SUPPORT_SVCS,2040,,MEMBERS
4/30/2021,FY1920,Los Angeles,MEDICATION_SUPPORT_SVCS,949945,,MINUTES
4/30/2021,FY1920,Los Angeles,MEDICATION_SUPPORT_SVCS,4788634,,DOLLARS
4/30/2021,FY1920,Los Angeles,MENTAL_HEALTH_SVCS,5045,,MEMBERS
4/30/2021,FY1920,Los Angeles,MENTAL_HEALTH_SVCS,10840027,,MINUTES
4/30/2021,FY1920,Los Angeles,MENTAL_HEALTH_SVCS,29374176,,DOLLARS
4/30/2021,FY1920,Los Angeles,PSYCHIATRIC_HEALTH_FACILITY,33,,MEMBERS
4/30/2021,FY1920,Los Angeles,PSYCHIATRIC_HEALTH_FACILITY,3487,,DAYS
4/30/2021,FY1920,Los Angeles,PSYCHIATRIC_HEALTH_FACILITY,2207794,,DOLLARS
4/30/2021,FY1920,Los Angeles,SDMC_HOSPITAL_INPATIENT,51,,MEMBERS
4/30/2021,FY1920,Los Angeles,SDMC_HOSPITAL_INPATIENT,434,,DAYS
4/30/2021,FY1920,Los Angeles,SDMC_HOSPITAL_INPATIENT,563228,,DOLLARS
4/30/2021,FY1920,Los Angeles,THERAPEUTIC_BEHAVIORAL_SVCS,394,,MEMBERS
4/30/2021,FY1920,Los Angeles,THERAPEUTIC_BEHAVIORAL_SVCS,2676953,,MINUTES
4/30/2021,FY1920,Los Angeles,THERAPEUTIC_BEHAVIORAL_SVCS,7418460,,DOLLARS
4/30/2021,FY1920,Madera,ALL,280,,MEMBERS
4/30/2021,FY1920,Madera,ALL,1534526,,DOLLARS
4/30/2021,FY1920,Madera,CASE_MANAGEMENT/BROKERAGE,149,,MEMBERS
4/30/2021,FY1920,Madera,CASE_MANAGEMENT/BROKERAGE,50998,,MINUTES
4/30/2021,FY1920,Madera,CASE_MANAGEMENT/BROKERAGE,205519,,DOLLARS
4/30/2021,FY1920,Madera,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Madera,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Madera,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Madera,ICC,72,,MEMBERS
4/30/2021,FY1920,Madera,ICC,92302,,MINUTES
4/30/2021,FY1920,Madera,ICC,362052,,DOLLARS
4/30/2021,FY1920,Madera,IHBS,36,,MEMBERS
4/30/2021,FY1920,Madera,IHBS,168792,,MINUTES
4/30/2021,FY1920,Madera,IHBS,355221,,DOLLARS
4/30/2021,FY1920,Madera,MEDICATION_SUPPORT_SVCS,17,,MEMBERS
4/30/2021,FY1920,Madera,MEDICATION_SUPPORT_SVCS,3997,,MINUTES
4/30/2021,FY1920,Madera,MEDICATION_SUPPORT_SVCS,29256,,DOLLARS
4/30/2021,FY1920,Madera,MENTAL_HEALTH_SVCS,225,,MEMBERS
4/30/2021,FY1920,Madera,MENTAL_HEALTH_SVCS,134756,,MINUTES
4/30/2021,FY1920,Madera,MENTAL_HEALTH_SVCS,580989,,DOLLARS
4/30/2021,FY1920,Marin,ALL,141,,MEMBERS
4/30/2021,FY1920,Marin,ALL,1537297,,DOLLARS
4/30/2021,FY1920,Marin,CASE_MANAGEMENT/BROKERAGE,24,,MEMBERS
4/30/2021,FY1920,Marin,CASE_MANAGEMENT/BROKERAGE,4773,,MINUTES
4/30/2021,FY1920,Marin,CASE_MANAGEMENT/BROKERAGE,26123,,DOLLARS
4/30/2021,FY1920,Marin,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Marin,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Marin,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Marin,CRISIS_STABILIZATION,,1,MEMBERS
4/30/2021,FY1920,Marin,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,FY1920,Marin,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,FY1920,Marin,ICC,126,,MEMBERS
4/30/2021,FY1920,Marin,ICC,143913,,MINUTES
4/30/2021,FY1920,Marin,ICC,597715,,DOLLARS
4/30/2021,FY1920,Marin,IHBS,42,,MEMBERS
4/30/2021,FY1920,Marin,IHBS,77810,,MINUTES
4/30/2021,FY1920,Marin,IHBS,273087,,DOLLARS
4/30/2021,FY1920,Marin,MEDICATION_SUPPORT_SVCS,15,,MEMBERS
4/30/2021,FY1920,Marin,MEDICATION_SUPPORT_SVCS,7553,,MINUTES
4/30/2021,FY1920,Marin,MEDICATION_SUPPORT_SVCS,101313,,DOLLARS
4/30/2021,FY1920,Marin,MENTAL_HEALTH_SVCS,46,,MEMBERS
4/30/2021,FY1920,Marin,MENTAL_HEALTH_SVCS,76444,,MINUTES
4/30/2021,FY1920,Marin,MENTAL_HEALTH_SVCS,518911,,DOLLARS
4/30/2021,FY1920,Marin,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
4/30/2021,FY1920,Marin,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,FY1920,Marin,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,FY1920,Mariposa,ALL,84,,MEMBERS
4/30/2021,FY1920,Mariposa,ALL,1590169,,DOLLARS
4/30/2021,FY1920,Mariposa,CASE_MANAGEMENT/BROKERAGE,24,,MEMBERS
4/30/2021,FY1920,Mariposa,CASE_MANAGEMENT/BROKERAGE,3749,,MINUTES
4/30/2021,FY1920,Mariposa,CASE_MANAGEMENT/BROKERAGE,19269,,DOLLARS
4/30/2021,FY1920,Mariposa,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Mariposa,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Mariposa,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Mariposa,ICC,45,,MEMBERS
4/30/2021,FY1920,Mariposa,ICC,39669,,MINUTES
4/30/2021,FY1920,Mariposa,ICC,208806,,DOLLARS
4/30/2021,FY1920,Mariposa,IHBS,40,,MEMBERS
4/30/2021,FY1920,Mariposa,IHBS,53918,,MINUTES
4/30/2021,FY1920,Mariposa,IHBS,345822,,DOLLARS
4/30/2021,FY1920,Mariposa,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
4/30/2021,FY1920,Mariposa,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,FY1920,Mariposa,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,FY1920,Mariposa,MENTAL_HEALTH_SVCS,56,,MEMBERS
4/30/2021,FY1920,Mariposa,MENTAL_HEALTH_SVCS,128875,,MINUTES
4/30/2021,FY1920,Mariposa,MENTAL_HEALTH_SVCS,935444,,DOLLARS
4/30/2021,FY1920,Mariposa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
4/30/2021,FY1920,Mariposa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,FY1920,Mariposa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,FY1920,Mendocino,ALL,180,,MEMBERS
4/30/2021,FY1920,Mendocino,ALL,950042,,DOLLARS
4/30/2021,FY1920,Mendocino,ICC,175,,MEMBERS
4/30/2021,FY1920,Mendocino,ICC,189577,,MINUTES
4/30/2021,FY1920,Mendocino,ICC,466242,,DOLLARS
4/30/2021,FY1920,Mendocino,IHBS,91,,MEMBERS
4/30/2021,FY1920,Mendocino,IHBS,150955,,MINUTES
4/30/2021,FY1920,Mendocino,IHBS,406157,,DOLLARS
4/30/2021,FY1920,Mendocino,TFC,,1,MEMBERS
4/30/2021,FY1920,Mendocino,TFC,,1,DAYS
4/30/2021,FY1920,Mendocino,TFC,,1,DOLLARS
4/30/2021,FY1920,Merced,ALL,334,,MEMBERS
4/30/2021,FY1920,Merced,ALL,2177203,,DOLLARS
4/30/2021,FY1920,Merced,CASE_MANAGEMENT/BROKERAGE,52,,MEMBERS
4/30/2021,FY1920,Merced,CASE_MANAGEMENT/BROKERAGE,15655,,MINUTES
4/30/2021,FY1920,Merced,CASE_MANAGEMENT/BROKERAGE,40840,,DOLLARS
4/30/2021,FY1920,Merced,CRISIS_INTERVENTION,13,,MEMBERS
4/30/2021,FY1920,Merced,CRISIS_INTERVENTION,3183,,MINUTES
4/30/2021,FY1920,Merced,CRISIS_INTERVENTION,10183,,DOLLARS
4/30/2021,FY1920,Merced,ICC,274,,MEMBERS
4/30/2021,FY1920,Merced,ICC,163001,,MINUTES
4/30/2021,FY1920,Merced,ICC,428629,,DOLLARS
4/30/2021,FY1920,Merced,IHBS,162,,MEMBERS
4/30/2021,FY1920,Merced,IHBS,417184,,MINUTES
4/30/2021,FY1920,Merced,IHBS,1270994,,DOLLARS
4/30/2021,FY1920,Merced,MEDICATION_SUPPORT_SVCS,15,,MEMBERS
4/30/2021,FY1920,Merced,MEDICATION_SUPPORT_SVCS,1896,,MINUTES
4/30/2021,FY1920,Merced,MEDICATION_SUPPORT_SVCS,11940,,DOLLARS
4/30/2021,FY1920,Merced,MENTAL_HEALTH_SVCS,86,,MEMBERS
4/30/2021,FY1920,Merced,MENTAL_HEALTH_SVCS,138623,,MINUTES
4/30/2021,FY1920,Merced,MENTAL_HEALTH_SVCS,414616,,DOLLARS
4/30/2021,FY1920,Modoc,ALL,27,,MEMBERS
4/30/2021,FY1920,Modoc,ALL,122847,,DOLLARS
4/30/2021,FY1920,Modoc,CASE_MANAGEMENT/BROKERAGE,11,,MEMBERS
4/30/2021,FY1920,Modoc,CASE_MANAGEMENT/BROKERAGE,2061,,MINUTES
4/30/2021,FY1920,Modoc,CASE_MANAGEMENT/BROKERAGE,7162,,DOLLARS
4/30/2021,FY1920,Modoc,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Modoc,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Modoc,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Modoc,ICC,21,,MEMBERS
4/30/2021,FY1920,Modoc,ICC,6253,,MINUTES
4/30/2021,FY1920,Modoc,ICC,21727,,DOLLARS
4/30/2021,FY1920,Modoc,IHBS,,1,MEMBERS
4/30/2021,FY1920,Modoc,IHBS,,1,DOLLARS
4/30/2021,FY1920,Modoc,IHBS,,1,MINUTES
4/30/2021,FY1920,Modoc,MENTAL_HEALTH_SVCS,22,,MEMBERS
4/30/2021,FY1920,Modoc,MENTAL_HEALTH_SVCS,19869,,MINUTES
4/30/2021,FY1920,Modoc,MENTAL_HEALTH_SVCS,70017,,DOLLARS
4/30/2021,FY1920,Mono,ALL,,1,MEMBERS
4/30/2021,FY1920,Mono,ALL,,1,DOLLARS
4/30/2021,FY1920,Mono,ICC,,1,MEMBERS
4/30/2021,FY1920,Mono,ICC,,1,DOLLARS
4/30/2021,FY1920,Mono,ICC,,1,MINUTES
4/30/2021,FY1920,Mono,IHBS,,1,MEMBERS
4/30/2021,FY1920,Mono,IHBS,,1,DOLLARS
4/30/2021,FY1920,Mono,IHBS,,1,MINUTES
4/30/2021,FY1920,Monterey,ALL,190,,MEMBERS
4/30/2021,FY1920,Monterey,ALL,828526,,DOLLARS
4/30/2021,FY1920,Monterey,ICC,177,,MEMBERS
4/30/2021,FY1920,Monterey,ICC,213320,,MINUTES
4/30/2021,FY1920,Monterey,ICC,577968,,DOLLARS
4/30/2021,FY1920,Monterey,IHBS,67,,MEMBERS
4/30/2021,FY1920,Monterey,IHBS,75019,,MINUTES
4/30/2021,FY1920,Monterey,IHBS,250559,,DOLLARS
4/30/2021,FY1920,Napa,ALL,65,,MEMBERS
4/30/2021,FY1920,Napa,ALL,378583,,DOLLARS
4/30/2021,FY1920,Napa,CASE_MANAGEMENT/BROKERAGE,,1,MEMBERS
4/30/2021,FY1920,Napa,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
4/30/2021,FY1920,Napa,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
4/30/2021,FY1920,Napa,CRISIS_STABILIZATION,,1,MEMBERS
4/30/2021,FY1920,Napa,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,FY1920,Napa,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,FY1920,Napa,ICC,53,,MEMBERS
4/30/2021,FY1920,Napa,ICC,23455,,MINUTES
4/30/2021,FY1920,Napa,ICC,152478,,DOLLARS
4/30/2021,FY1920,Napa,IHBS,,1,MEMBERS
4/30/2021,FY1920,Napa,IHBS,,1,DOLLARS
4/30/2021,FY1920,Napa,IHBS,,1,MINUTES
4/30/2021,FY1920,Napa,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
4/30/2021,FY1920,Napa,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,FY1920,Napa,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,FY1920,Napa,MENTAL_HEALTH_SVCS,18,,MEMBERS
4/30/2021,FY1920,Napa,MENTAL_HEALTH_SVCS,18769,,MINUTES
4/30/2021,FY1920,Napa,MENTAL_HEALTH_SVCS,132146,,DOLLARS
4/30/2021,FY1920,Napa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
4/30/2021,FY1920,Napa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,FY1920,Napa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,FY1920,Nevada,ALL,133,,MEMBERS
4/30/2021,FY1920,Nevada,ALL,962417,,DOLLARS
4/30/2021,FY1920,Nevada,CASE_MANAGEMENT/BROKERAGE,20,,MEMBERS
4/30/2021,FY1920,Nevada,CASE_MANAGEMENT/BROKERAGE,10096,,MINUTES
4/30/2021,FY1920,Nevada,CASE_MANAGEMENT/BROKERAGE,20394,,DOLLARS
4/30/2021,FY1920,Nevada,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Nevada,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Nevada,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Nevada,ICC,127,,MEMBERS
4/30/2021,FY1920,Nevada,ICC,261777,,MINUTES
4/30/2021,FY1920,Nevada,ICC,557091,,DOLLARS
4/30/2021,FY1920,Nevada,IHBS,62,,MEMBERS
4/30/2021,FY1920,Nevada,IHBS,65188,,MINUTES
4/30/2021,FY1920,Nevada,IHBS,186013,,DOLLARS
4/30/2021,FY1920,Nevada,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
4/30/2021,FY1920,Nevada,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,FY1920,Nevada,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,FY1920,Nevada,MENTAL_HEALTH_SVCS,32,,MEMBERS
4/30/2021,FY1920,Nevada,MENTAL_HEALTH_SVCS,65089,,MINUTES
4/30/2021,FY1920,Nevada,MENTAL_HEALTH_SVCS,169882,,DOLLARS
4/30/2021,FY1920,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
4/30/2021,FY1920,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,FY1920,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,FY1920,Orange,ALL,3166,,MEMBERS
4/30/2021,FY1920,Orange,ALL,12551370,,DOLLARS
4/30/2021,FY1920,Orange,CASE_MANAGEMENT/BROKERAGE,307,,MEMBERS
4/30/2021,FY1920,Orange,CASE_MANAGEMENT/BROKERAGE,43748,,MINUTES
4/30/2021,FY1920,Orange,CASE_MANAGEMENT/BROKERAGE,108975,,DOLLARS
4/30/2021,FY1920,Orange,CRISIS_INTERVENTION,127,,MEMBERS
4/30/2021,FY1920,Orange,CRISIS_INTERVENTION,37421,,MINUTES
4/30/2021,FY1920,Orange,CRISIS_INTERVENTION,201350,,DOLLARS
4/30/2021,FY1920,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,MEMBERS
4/30/2021,FY1920,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
4/30/2021,FY1920,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
4/30/2021,FY1920,Orange,CRISIS_STABILIZATION,13,,MEMBERS
4/30/2021,FY1920,Orange,CRISIS_STABILIZATION,310,,HOURS
4/30/2021,FY1920,Orange,CRISIS_STABILIZATION,39568,,DOLLARS
4/30/2021,FY1920,Orange,ICC,2741,,MEMBERS
4/30/2021,FY1920,Orange,ICC,1760851,,MINUTES
4/30/2021,FY1920,Orange,ICC,3555689,,DOLLARS
4/30/2021,FY1920,Orange,IHBS,1731,,MEMBERS
4/30/2021,FY1920,Orange,IHBS,1792733,,MINUTES
4/30/2021,FY1920,Orange,IHBS,3960439,,DOLLARS
4/30/2021,FY1920,Orange,MEDICATION_SUPPORT_SVCS,320,,MEMBERS
4/30/2021,FY1920,Orange,MEDICATION_SUPPORT_SVCS,119263,,MINUTES
4/30/2021,FY1920,Orange,MEDICATION_SUPPORT_SVCS,548071,,DOLLARS
4/30/2021,FY1920,Orange,MENTAL_HEALTH_SVCS,956,,MEMBERS
4/30/2021,FY1920,Orange,MENTAL_HEALTH_SVCS,1247361,,MINUTES
4/30/2021,FY1920,Orange,MENTAL_HEALTH_SVCS,3449717,,DOLLARS
4/30/2021,FY1920,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,107,,MEMBERS
4/30/2021,FY1920,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,290175,,MINUTES
4/30/2021,FY1920,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,680704,,DOLLARS
4/30/2021,FY1920,Placer,ALL,203,,MEMBERS
4/30/2021,FY1920,Placer,ALL,957276,,DOLLARS
4/30/2021,FY1920,Placer,CASE_MANAGEMENT/BROKERAGE,43,,MEMBERS
4/30/2021,FY1920,Placer,CASE_MANAGEMENT/BROKERAGE,7787,,MINUTES
4/30/2021,FY1920,Placer,CASE_MANAGEMENT/BROKERAGE,22399,,DOLLARS
4/30/2021,FY1920,Placer,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Placer,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Placer,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Placer,ICC,178,,MEMBERS
4/30/2021,FY1920,Placer,ICC,149168,,MINUTES
4/30/2021,FY1920,Placer,ICC,473925,,DOLLARS
4/30/2021,FY1920,Placer,IHBS,94,,MEMBERS
4/30/2021,FY1920,Placer,IHBS,93137,,MINUTES
4/30/2021,FY1920,Placer,IHBS,326158,,DOLLARS
4/30/2021,FY1920,Placer,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
4/30/2021,FY1920,Placer,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,FY1920,Placer,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,FY1920,Placer,MENTAL_HEALTH_SVCS,63,,MEMBERS
4/30/2021,FY1920,Placer,MENTAL_HEALTH_SVCS,17942,,MINUTES
4/30/2021,FY1920,Placer,MENTAL_HEALTH_SVCS,63192,,DOLLARS
4/30/2021,FY1920,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
4/30/2021,FY1920,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,FY1920,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,FY1920,Plumas,ALL,,1,MEMBERS
4/30/2021,FY1920,Plumas,ALL,,1,DOLLARS
4/30/2021,FY1920,Plumas,CRISIS_INTERVENTION,,1,MEMBERS
4/30/2021,FY1920,Plumas,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,FY1920,Plumas,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,FY1920,Plumas,MENTAL_HEALTH_SVCS,,1,MEMBERS
4/30/2021,FY1920,Plumas,MENTAL_HEALTH_SVCS,,1,DOLLARS
4/30/2021,FY1920,Plumas,MENTAL_HEALTH_SVCS,,1,MINUTES
4/30/2021,FY1920,Riverside,ALL,3681,,MEMBERS
4/30/2021,FY1920,Riverside,ALL,12987907,,DOLLARS
4/30/2021,FY1920,Riverside,CASE_MANAGEMENT/BROKERAGE,334,,MEMBERS
4/30/2021,FY1920,Riverside,CASE_MANAGEMENT/BROKERAGE,58588,,MINUTES
4/30/2021,FY1920,Riverside,CASE_MANAGEMENT/BROKERAGE,150590,,DOLLARS
4/30/2021,FY1920,Riverside,CRISIS_INTERVENTION,43,,MEMBERS
4/30/2021,FY1920,Riverside,CRISIS_INTERVENTION,7314,,MINUTES
4/30/2021,FY1920,Riverside,CRISIS_INTERVENTION,22125,,DOLLARS
4/30/2021,FY1920,Riverside,CRISIS_STABILIZATION,,1,MEMBERS
4/30/2021,FY1920,Riverside,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,FY1920,Riverside,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,FY1920,Riverside,ICC,3129,,MEMBERS
4/30/2021,FY1920,Riverside,ICC,2363969,,MINUTES
4/30/2021,FY1920,Riverside,ICC,5199211,,DOLLARS
4/30/2021,FY1920,Riverside,IHBS,1294,,MEMBERS
4/30/2021,FY1920,Riverside,IHBS,2091187,,MINUTES
4/30/2021,FY1920,Riverside,IHBS,4113540,,DOLLARS
4/30/2021,FY1920,Riverside,MEDICATION_SUPPORT_SVCS,441,,MEMBERS
4/30/2021,FY1920,Riverside,MEDICATION_SUPPORT_SVCS,101572,,MINUTES
4/30/2021,FY1920,Riverside,MEDICATION_SUPPORT_SVCS,583136,,DOLLARS
4/30/2021,FY1920,Riverside,MENTAL_HEALTH_SVCS,1156,,MEMBERS
4/30/2021,FY1920,Riverside,MENTAL_HEALTH_SVCS,1172464,,MINUTES
4/30/2021,FY1920,Riverside,MENTAL_HEALTH_SVCS,2506961,,DOLLARS
4/30/2021,FY1920,Riverside,TFC,,1,MEMBERS
4/30/2021,FY1920,Riverside,TFC,,1,DAYS
4/30/2021,FY1920,Riverside,TFC,,1,DOLLARS
4/30/2021,FY1920,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,56,,MEMBERS
4/30/2021,FY1920,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,222264,,MINUTES
4/30/2021,FY1920,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,406592,,DOLLARS
4/30/2021,FY1920,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,MEMBERS
4/30/2021,FY1920,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
4/30/2021,FY1920,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
4/30/2021,FY1920,STATE,ALL,37324,,MEMBERS
4/30/2021,FY1920,STATE,ALL,322234149,,DOLLARS
4/30/2021,FY1920,STATE,CASE_MANAGEMENT/BROKERAGE,5747,,MEMBERS
4/30/2021,FY1920,STATE,CASE_MANAGEMENT/BROKERAGE,2629036,,MINUTES
4/30/2021,FY1920,STATE,CASE_MANAGEMENT/BROKERAGE,6614707,,DOLLARS
4/30/2021,FY1920,STATE,CRISIS_INTERVENTION,1399,,MEMBERS
4/30/2021,FY1920,STATE,CRISIS_INTERVENTION,361326,,MINUTES
4/30/2021,FY1920,STATE,CRISIS_INTERVENTION,1668234,,DOLLARS
4/30/2021,FY1920,STATE,CRISIS_RESIDENTIAL_TX_SVCS,13,,MEMBERS
4/30/2021,FY1920,STATE,CRISIS_RESIDENTIAL_TX_SVCS,353,,DAYS
4/30/2021,FY1920,STATE,CRISIS_RESIDENTIAL_TX_SVCS,135338,,DOLLARS
4/30/2021,FY1920,STATE,CRISIS_STABILIZATION,763,,MEMBERS
